,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,x-tsne,y-tsne,x-bin,y-bin
20,-0.14958327,-0.13050453,0.59812933,0.7803025,1.0237705,-1.997566,0.50301826,0.11947655,0.10500171,-0.37295178,-0.13212779,-19.673105,-8.271974,-19,-8
21,-0.12549381,-0.11469921,0.5985631,0.7486459,1.0122436,-1.9856846,0.44547188,0.17427526,0.10352116,-0.34468788,-0.10393409,-19.59638,-8.2468195,-19,-8
22,-0.1048335,-0.09290534,0.59888726,0.7193556,1.0028576,-1.9737504,0.38811603,0.22985944,0.10236873,-0.3166318,-0.07547705,-19.519836,-8.234012,-19,-8
23,-0.087584205,-0.06523553,0.59912753,0.6923441,0.9954708,-1.9626743,0.33113173,0.28251952,0.10149848,-0.2904685,-0.05052818,-19.417261,-8.21783,-19,-8
24,-0.07372412,-0.032123853,0.599305,0.6674141,0.9897849,-1.9528836,0.2745023,0.3300944,0.10085417,-0.2671156,-0.029865475,-19.338497,-8.255115,-19,-8
25,-0.06323268,0.005849859,0.59943616,0.6443235,0.98548114,-1.9444474,0.21817663,0.37207073,0.10038209,-0.24671473,-0.0133734355,-19.248999,-8.278606,-19,-8
26,-0.056094747,0.048100334,0.59953356,0.6228359,0.98226625,-1.9372426,0.16209915,0.40886438,0.100037254,-0.22898515,-0.0005473434,-19.161495,-8.307684,-19,-8
27,-0.0522958,0.09410532,0.5996062,0.60274446,0.97989,-1.9310802,0.10621893,0.44122633,0.09978495,-0.21350737,0.009237762,-19.056427,-8.322995,-19,-8
28,-0.051826153,0.14342465,0.59966075,0.5838767,0.97814876,-1.9257743,0.05049154,0.46991372,0.09959955,-0.19987671,0.016593091,-18.963484,-8.352028,-18,-8
29,-0.05467733,0.1956944,0.5997019,0.5660918,0.9768823,-1.9211662,-0.0051205205,0.49557447,0.099462606,-0.18775357,0.022057313,-18.87849,-8.411821,-18,-8
30,-0.06084389,0.25061437,0.5997331,0.54927427,0.9759667,-1.9171276,-0.060647942,0.51873434,0.09936088,-0.17686611,0.026077969,-18.768913,-8.424614,-18,-8
31,-0.070320986,0.30793607,0.599757,0.53332937,0.9753083,-1.9135554,-0.116114974,0.539819,0.09928491,-0.16699664,0.029013023,-18.687637,-8.5013895,-18,-8
32,-0.0831062,0.36745307,0.5997754,0.51817906,0.97483706,-1.9103668,-0.17154013,0.55917746,0.09922783,-0.15796857,0.031141287,-18.573116,-8.525849,-18,-8
33,-0.09919711,0.42885607,0.5997449,0.50376064,0.9745012,-1.9076124,-0.2269403,0.57489187,0.09825162,-0.1495924,0.032675777,-18.468697,-8.5353365,-18,-8
34,-0.1185913,0.49195755,0.59961826,0.4900614,0.97426265,-1.9047928,-0.28226778,0.5906269,0.09699157,-0.14086725,0.033775907,-18.334164,-8.613463,-18,-8
35,-0.14128514,0.55674994,0.59938514,0.47709128,0.9740938,-1.9020416,-0.33755982,0.6061261,0.095733784,-0.13224943,0.03456169,-18.227627,-8.650064,-18,-8
36,-0.1672774,0.6231976,0.5990519,0.4648303,0.9739745,-1.8994405,-0.3928417,0.6211555,0.094607115,-0.12400097,0.035121053,-18.105795,-8.699693,-18,-8
37,-0.19656749,0.69124687,0.59863174,0.4532438,0.9738906,-1.8970153,-0.44812685,0.6356457,0.09365593,-0.116206646,0.03551797,-18.00486,-8.744903,-18,-8
38,-0.22915663,0.76084113,0.5981395,0.44229403,0.97383165,-1.8947599,-0.5034213,0.6496209,0.09287959,-0.108854115,0.03579875,-17.869768,-8.79312,-17,-8
39,-0.2650454,0.8319285,0.59758896,0.4319464,0.97379047,-1.8926531,-0.5587269,0.6631509,0.09225592,-0.10188409,0.035996802,-17.748283,-8.83837,-17,-8
40,-0.30423322,0.9044653,0.59699154,0.42217198,0.9737616,-1.8906683,-0.6140433,0.67632306,0.09175475,-0.09521958,0.036136102,-17.620056,-8.883178,-17,-8
41,-0.3467219,0.9784173,0.59635603,0.4129483,0.9737416,-1.888778,-0.66936904,0.68922603,0.091345325,-0.08878218,0.036233805,-17.499863,-8.910882,-17,-8
42,-0.39251202,1.0537597,0.59568906,0.40425935,0.97372764,-1.8869576,-0.72470266,0.7019418,0.09099991,-0.08250008,0.03630215,-17.369984,-8.971715,-17,-8
43,-0.44160303,1.1304755,0.5949948,0.3960947,0.9737179,-1.8851858,-0.7800428,0.71454084,0.09069527,-0.076312326,0.03634983,-17.254883,-9.008286,-17,-9
44,-0.49399608,1.2085552,0.5942758,0.3884484,0.9737112,-1.8834459,-0.8353888,0.7270796,0.09041306,-0.07017017,0.036383007,-17.136278,-9.052824,-17,-9
45,-0.5496912,1.2879944,0.59353334,0.38131815,0.97370666,-1.8817248,-0.8907401,0.7396015,0.09013946,-0.06403643,0.036406033,-17.015469,-9.091442,-17,-9
46,-0.60868835,1.3687924,0.5927677,0.37470445,0.9737034,-1.8800138,-0.9460972,0.75213677,0.089864664,-0.057884835,0.036421977,-16.9121,-9.125512,-16,-9
47,-0.67098886,1.4509522,0.5919785,0.36860943,0.97370124,-1.8783071,-1.0014609,0.76470536,0.08958219,-0.051697955,0.03643299,-16.803621,-9.160321,-16,-9
48,-0.7365926,1.5344771,0.5911648,0.36303663,0.9736997,-1.8766019,-1.0568322,0.7773178,0.08928818,-0.045465928,0.03644058,-16.711336,-9.191025,-16,-9
49,-0.8055002,1.619373,0.5903256,0.35798985,0.9736987,-1.874897,-1.1122127,0.78998035,0.08898081,-0.03918332,0.036445804,-16.623064,-9.220493,-16,-9
50,-0.8774351,1.7042757,0.5890752,0.3533014,0.9736918,-1.8334703,-1.1215706,0.75019234,0.073635384,-0.054654717,0.035645977,-16.532312,-9.245526,-16,-9
51,-0.9439515,1.7744453,0.5840122,0.3436152,0.97353536,-1.6458067,-0.9719241,0.54953414,0.0035769683,-0.1387224,0.033470728,-16.369291,-9.27792,-16,-9
52,-1.0022557,1.8281994,0.5727846,0.32892105,0.9732858,-1.4538283,-0.84634596,0.44724232,-0.073981345,-0.1736245,0.032971773,-16.172771,-9.325521,-16,-9
53,-1.0538626,1.8663051,0.5527738,0.3124939,0.97303843,-1.2818944,-0.7473503,0.2608518,-0.20673244,-0.17979501,0.033409115,-15.908062,-9.389671,-15,-9
54,-1.1001756,1.8883198,0.52019703,0.2985878,0.97283405,-1.0991163,-0.6683313,0.15045492,-0.3751264,-0.114000365,0.03407097,-15.598971,-9.45861,-15,-9
55,-1.1423932,1.892948,0.47035393,0.29207924,0.97268397,-0.9272981,-0.6096982,-0.059847567,-0.62039447,-0.004004878,0.0348284,-15.119711,-9.570508,-15,-9
56,-1.1815102,1.8823863,0.3990134,0.29838216,0.97256404,-0.72739244,-0.56388134,-0.12975544,-0.8903808,0.19017553,0.034936916,-14.467813,-9.7146,-14,-9
57,-1.2184962,1.8553331,0.3024154,0.32124478,0.97236204,-0.5538797,-0.53841233,-0.36394507,-1.2254766,0.38993865,0.03292924,-13.607571,-9.91077,-13,-9
58,-1.2543693,1.8214675,0.18150973,0.36304867,0.971744,-0.34917155,-0.52644145,-0.25541294,-1.4730611,0.64034295,0.023819424,-13.135584,-10.023111,-13,-10
59,-1.2903161,1.7799213,0.038070075,0.4227055,0.968098,-0.2378581,-0.5415757,-0.5057357,-1.7649492,0.8154924,-0.04762876,-12.808963,-10.114705,-12,-10
60,-1.3275449,1.7420115,-0.120162375,0.4982326,0.9549676,-0.123560406,-0.5694159,-0.18866962,-1.8277115,1.0179123,-0.23046954,-12.5479145,-10.196912,-12,-10
61,-1.3673427,1.7114396,-0.28753787,0.58708805,0.9276775,-0.11749205,-0.6276618,-0.36873108,-1.9839098,1.1324093,-0.42763078,-12.339292,-10.275471,-12,-10
62,-1.4109287,1.6864742,-0.4602981,0.68565375,0.8838358,-0.09808683,-0.6947332,-0.084611,-1.9576072,1.2475003,-0.67564625,-12.137051,-10.351868,-12,-10
63,-1.4588189,1.6727122,-0.63445276,0.7906825,0.82165474,-0.12947136,-0.7698608,-0.16664489,-2.017175,1.2861995,-0.91983694,-11.99844,-10.411821,-11,-10
64,-1.5058764,1.6676179,-0.8098077,0.9005807,0.747335,-0.10110323,-0.62356764,0.11102598,-1.9875051,1.3773124,-0.9611539,-11.906155,-10.458453,-11,-10
65,-1.5415843,1.6684712,-0.9875302,1.0150532,0.6731182,-0.12381765,-0.43663037,-0.09398041,-2.0730104,1.3804798,-0.961173,-11.844362,-10.498066,-11,-10
66,-1.566662,1.6533216,-1.1692839,1.1285236,0.59816676,-0.1445865,-0.26649135,-0.18578966,-2.0841322,1.3535105,-0.9807482,-11.776232,-10.539663,-11,-10
67,-1.5819583,1.6248643,-1.3512911,1.2381649,0.5211128,-0.17639898,-0.1077326,-0.34059834,-2.0790617,1.2895612,-1.0171756,-11.692612,-10.587524,-11,-10
68,-1.5855974,1.5343624,-1.5294195,1.324866,0.44213465,-0.38484326,0.15484738,-1.5913422,-1.974063,0.6857645,-1.0186607,0.746243,-13.899267,0,-13
69,-1.5721489,1.3619305,-1.6798623,1.3592083,0.36305362,-0.44069704,0.4283366,-1.4875793,-1.441043,0.21776447,-1.036161,0.969123,-14.126122,0,-14
70,-1.543841,1.2214801,-1.7891377,1.3649888,0.2815253,-0.4184618,0.6549228,-1.0439425,-0.98421496,-0.015753325,-1.0832738,1.2321973,-14.38682,1,-14
71,-1.5032848,1.11748,-1.8688407,1.3569539,0.195618,-0.39142781,0.84057724,-0.8402942,-0.73024166,-0.12322434,-1.1527882,1.4258531,-14.532279,1,-14
72,-1.4518166,1.0241413,-1.9291928,1.3388566,0.10422235,-0.3918277,1.0246044,-0.8845338,-0.5178901,-0.27197537,-1.2284055,1.6252639,-14.635676,1,-14
73,-1.3891814,0.9264003,-1.9690408,1.3062516,0.0070594884,-0.40165156,1.2149131,-0.9214478,-0.23889206,-0.46812493,-1.3072407,1.9222763,-14.765481,1,-14
74,-1.3151156,0.8279447,-1.9825919,1.2558445,-0.09611556,-0.41744876,1.4073993,-0.8973706,0.11229635,-0.695379,-1.3896536,2.342674,-14.913025,2,-14
75,-1.2297751,0.7372832,-1.9644685,1.1862264,-0.20567428,-0.4363997,1.5920798,-0.77718383,0.5202184,-0.9251621,-1.4786875,2.862376,-15.046059,2,-15
76,-1.1338372,0.6611705,-1.9112453,1.0972073,-0.32214236,-0.46855283,1.7616959,-0.62552756,0.95327663,-1.1572387,-1.575234,7.2267127,-16.520475,7,-16
77,-1.0284222,0.6007161,-1.8217822,0.98859006,-0.44612446,-0.52315056,1.908666,-0.4887651,1.3888994,-1.39125,-1.6731775,7.700125,-16.075842,7,-16
78,-0.91512924,0.55243534,-1.6963747,0.8602696,-0.57835835,-0.61102957,2.024319,-0.40103003,1.8149074,-1.6257551,-1.6731775,8.330655,-15.393319,8,-15
79,-0.79611266,0.5086549,-1.5365745,0.71229297,-0.71973664,-0.7408755,2.1002884,-0.4018873,2.2127953,-1.8587894,-1.6731775,9.160127,-14.4516,9,-14
80,-0.673742,0.46051973,-1.3450654,0.5447713,-0.87102604,-0.9060421,2.1358535,-0.47864586,2.5745518,-2.090785,-1.6731775,9.961967,-13.504187,9,-13
81,-0.55209875,0.4020412,-1.1259058,0.35697123,-1.0345417,-1.102357,2.0561438,-0.5599732,2.8736699,-2.2594826,-1.6731775,10.562988,-12.786811,10,-12
82,-0.43791968,0.3295523,-0.8864333,0.14861855,-1.2147886,-1.3237643,1.9067093,-0.7712729,3.0631328,-2.2594826,-1.6731775,11.044827,-12.217846,11,-12
83,-0.33372122,0.24957567,-0.63308835,-0.07186808,-1.4057434,-1.4760219,1.7245481,-0.69835496,3.205392,-2.2594826,-1.6731775,11.383774,-11.743293,11,-11
84,-0.24121013,0.18226266,-0.37301904,-0.293397,-1.5895035,-1.5224847,1.4938202,-0.44636756,3.213898,-2.2594826,-1.6731775,11.633918,-11.240299,11,-11
85,-0.1638555,0.15629102,-0.11781615,-0.51266813,-1.6843638,-1.4469934,1.2552696,-0.06431106,3.1015437,-2.2594826,-0.6697231,12.847039,-9.139165,12,-9
86,-0.09900586,0.13319056,0.120951034,-0.7269349,-1.7100092,-1.4522276,1.0672498,-0.37906477,2.8196979,-2.2594826,-0.022415837,13.463597,-8.431732,13,-8
87,-0.043528624,0.09175695,0.33988324,-0.9320236,-1.7016788,-1.4019853,0.9384272,-0.39310867,2.625219,-2.2594826,0.28434867,13.648147,-8.143105,13,-8
88,0.0054939766,0.060952123,0.5446324,-1.1211128,-1.6742463,-1.2956492,0.84913164,-0.17451909,2.478851,-2.121949,0.52453375,13.715314,-8.074243,13,-8
89,0.04909746,-0.062322516,0.69867206,-1.2890685,-1.6287407,-1.3244333,0.7529921,-2.4400208,1.2628425,-1.8302668,0.7704237,16.487318,-5.488945,16,-5
90,0.088195704,-0.4051922,0.7573437,-1.4305987,-1.5650815,-1.2479078,0.7036542,-3.6612341,0.43265247,-1.5075219,1.0100031,18.584457,-4.3108387,18,-4
91,0.12563808,-0.82855207,0.7662349,-1.5456789,-1.4960216,-1.1419019,0.69584966,-4.0203037,0.02917716,-1.1986381,0.91605115,19.170763,-3.124945,19,-3
92,0.16338064,-1.2625134,0.7520135,-1.6353937,-1.4391328,-1.0164084,0.712954,-3.9108255,-0.14434761,-0.9026844,0.6837076,19.15047,-2.243222,19,-2
93,0.20262292,-1.6688488,0.72896045,-1.7007488,-1.4007263,-0.87690645,0.74545044,-3.5418859,-0.19583794,-0.6182146,0.42017287,18.819523,-1.1053207,18,-1
94,0.2441251,-2.0270236,0.7044447,-1.7425584,-1.3819574,-0.7300279,0.78814393,-3.0401912,-0.18694444,-0.34193528,0.15674455,18.259577,0.18862484,18,0
95,0.2883816,-2.3268733,0.681934,-1.7613814,-1.3824418,-0.5804444,0.8372659,-2.4759283,-0.15189716,-0.070981346,-0.09651339,17.602497,1.4897562,17,1
96,0.33568296,-2.5637865,0.66276824,-1.7575682,-1.4012908,-0.43096456,0.8897396,-1.884698,-0.10890623,0.1968442,-0.33611485,16.898792,2.7100124,16,2
97,0.3861448,-2.7357776,0.64718616,-1.7313126,-1.4373616,-0.282874,0.9427998,-1.2813466,-0.067014255,0.4631048,-0.55871165,16.160046,3.8924286,16,3
98,0.4396835,-2.8418465,0.6349062,-1.6828179,-1.4888422,-0.13677035,0.99251306,-0.6704579,-0.030159071,0.72602844,-0.74970293,15.540008,5.0025554,15,5
99,0.49565217,-2.8813872,0.62544423,-1.6134899,-1.5490581,0.024445299,1.0182579,0.002964524,0.00021991468,0.95028126,-0.64249337,15.034314,6.0561213,15,6
100,0.55146474,-2.847995,0.6182687,-1.530138,-1.5819657,0.16474438,0.9948507,0.59452224,0.024980541,1.0705401,-0.21303388,14.558141,7.716521,14,7
101,0.60532176,-2.763568,0.6129539,-1.438691,-1.5912493,0.23974612,0.95192057,0.95097935,0.044834927,1.1418213,0.010438209,14.395554,8.469786,14,8
102,0.6562012,-2.6463413,0.6090913,-1.3424734,-1.5857449,0.28938332,0.89409655,1.2089411,0.059909668,1.1824976,0.209925,14.237287,9.123416,14,9
103,0.70315456,-2.5053687,0.6063199,-1.2442335,-1.5643909,0.32028505,0.8203886,1.3884515,0.07114588,1.1898872,0.43573293,14.047738,9.684355,14,9
104,0.74526495,-2.3498688,0.6043515,-1.1468295,-1.5259373,0.32942614,0.7319179,1.4766097,0.079304226,1.1625736,0.668783,13.84715,10.0993185,13,10
105,0.7817644,-2.1898687,0.6028447,-1.0529381,-1.470516,0.31790668,0.63248116,1.4722824,0.08269088,1.1062677,0.891076,13.60473,10.423678,13,10
106,0.8122002,-2.033406,0.60152894,-0.96436274,-1.3993093,0.29404432,0.52875924,1.4118447,0.084085986,1.0360959,1.0924121,9.358622,10.269327,9,10
107,0.8364464,-1.8849533,0.6003111,-0.88179916,-1.313897,0.26466772,0.425036,1.3247482,0.085061975,0.96326286,1.2723124,8.81419,10.427901,8,10
108,0.8545466,-1.7466688,0.599188,-0.80529386,-1.2157208,0.2328816,0.32273716,1.2243302,0.08629363,0.89200443,1.4349637,8.219461,10.614093,8,10
109,0.8665947,-1.6196731,0.5981917,-0.73465556,-1.10587,0.20013756,0.2221656,1.1164613,0.08799485,0.8237204,1.5856177,7.5253615,10.850461,7,10
110,0.8726989,-1.5045407,0.5973616,-0.66958237,-0.9850709,0.16755696,0.1234721,1.0053858,0.09016491,0.7596481,1.7287794,6.866702,11.082319,6,11
111,0.8729761,-1.4014269,0.59673226,-0.6096574,-0.85376924,0.13609627,0.02685734,0.8946236,0.09269287,0.7012765,1.7460918,6.3491707,11.243971,6,11
112,0.8676272,-1.3082937,0.5963519,-0.5537914,-0.7118693,0.11415239,-0.06523029,0.82078713,0.095956996,0.6631446,1.7460918,5.91125,11.399558,5,11
113,0.856841,-1.2225372,0.5962328,-0.500662,-0.5588407,0.09624617,-0.15541667,0.7582387,0.09891002,0.63620234,1.7460918,5.4785485,11.59517,5,11
114,0.8407211,-1.1433407,0.5963365,-0.4493948,-0.3941862,0.08092527,-0.24394882,0.69950485,0.10130297,0.6188516,1.7460918,1.548361,16.273046,1,16
115,0.8193847,-1.0703796,0.59661543,-0.39914986,-0.21749668,0.068077266,-0.3302019,0.6429581,0.103129186,0.611879,1.7460918,1.0572355,16.280197,1,16
116,0.7929936,-1.0034996,0.59702283,-0.3490216,-0.028467776,0.05770626,-0.41322127,0.5871229,0.10441294,0.6160455,1.7460918,0.51524127,16.248325,0,16
117,0.76177955,-0.94272506,0.5975031,-0.298044,0.17307507,0.049935076,-0.49169117,0.5303245,0.104951866,0.6320282,1.7460918,-0.14290622,16.16131,0,16
118,0.72606325,-0.8882183,0.5979827,-0.24519731,0.38713703,0.04512348,-0.5638935,0.47182664,0.104523666,0.66043013,1.7460918,-0.7976851,16.01848,0,16
119,0.68627745,-0.8400743,0.5984074,-0.1894379,0.61349636,0.043835297,-0.6278132,0.41347387,0.10370328,0.70120484,1.7460918,-1.3207709,15.863558,-1,15
120,0.6429742,-0.7982822,0.5987586,-0.12980469,0.85163516,0.04626781,-0.6815049,0.35559112,0.10279478,0.75244266,1.7460918,-1.6654626,15.742515,-1,15
121,0.59875214,-0.7611313,0.59904724,-0.064620346,1.0731554,0.0011494007,-0.6112709,0.36571747,0.10235982,0.84956664,1.7460918,-1.8683949,15.696634,-1,15
122,0.56035596,-0.72244257,0.5993135,0.006508145,1.1721915,-0.07224188,-0.55075073,0.35757446,0.101966135,0.87293625,0.7371143,-5.2226896,10.51071,-5,10
123,0.5237573,-0.6703904,0.5995014,0.08350689,1.1948519,-0.06494361,-0.54369795,0.60228074,0.10067915,0.9913556,0.029713282,-14.961657,4.035878,-14,4
124,0.48601046,-0.6015383,0.59961766,0.16649543,1.1809046,-0.0747844,-0.5848814,0.66606987,0.10018594,1.0165737,-0.28445214,-14.935587,3.7673225,-14,3
125,0.4451226,-0.52919227,0.5997012,0.25029412,1.1521225,-0.08555095,-0.6468464,0.6674003,0.09988931,1.0112892,-0.3907079,-14.890205,3.588058,-14,3
126,0.40027902,-0.45636505,0.5997597,0.3337957,1.1198034,-0.08864642,-0.71644115,0.67574894,0.09959725,1.0099027,-0.3920353,-14.823989,3.4077935,-14,3
127,0.35116565,-0.38261205,0.5997414,0.41727376,1.0894066,-0.08797355,-0.78944093,0.6853365,0.098220974,1.0109481,-0.34607708,-14.725428,3.1688151,-14,3
128,0.2976493,-0.3082123,0.59952426,0.5008178,1.0631762,-0.0865183,-0.863719,0.68860495,0.09512594,1.011589,-0.28386655,-14.568688,2.83261,-14,2
129,0.23969491,-0.23382396,0.5990186,0.58434314,1.0416673,-0.0855466,-0.9380605,0.68564814,0.09147362,1.0105631,-0.2211127,-14.346632,2.4035118,-14,2
130,0.1773188,-0.16019954,0.59821093,0.6676437,1.0246172,-0.08602459,-1.0118812,0.67477924,0.087965935,1.0062752,-0.16493152,-14.072894,1.895031,-14,1
131,0.11056272,-0.08817965,0.5971355,0.75042605,1.0114226,-0.0882308,-1.084844,0.6561366,0.08506205,0.9982482,-0.11780671,-13.762485,1.3535012,-13,1
132,0.039484795,-0.01854684,0.595855,0.8323823,1.0013943,-0.09208182,-1.15677,0.63071454,0.08300521,0.98663324,-0.07987052,-13.477651,0.8591952,-13,0
133,-0.03585144,0.048040614,0.5944435,0.9132331,0.99387825,-0.09730927,-1.2275804,0.59986585,0.08184655,0.9719569,-0.05018442,-13.255795,0.45071912,-13,0
134,-0.1153782,0.111077406,0.5929728,0.99275315,0.9883027,-0.10356161,-1.2972572,0.56510127,0.08149655,0.954978,-0.027546896,-13.102963,0.10681419,-13,0
135,-0.19902468,0.16738904,0.590584,1.070828,0.9841827,-0.113276675,-1.3657048,0.47482207,0.05936514,0.9375957,-0.0108557595,-12.983564,-0.25807983,-12,0
136,-0.28353238,0.23410246,0.5832826,1.1428069,0.9790332,0.25758898,-1.2396699,1.04518,-0.08252894,0.71545595,-0.09287238,-5.128914,-3.9050827,-5,-3
137,-0.35432586,0.3437829,0.55203736,1.1849637,0.9674817,0.62646604,-0.9972721,0.8861142,-0.4552266,0.34711504,-0.123899445,-4.140357,-5.2828074,-4,-5
138,-0.4117991,0.4129583,0.49302614,1.2017012,0.95375985,0.7995123,-0.7965631,0.34730187,-0.7543161,0.09872435,-0.16070788,-3.820243,-6.5425653,-3,-6
139,-0.4590018,0.44564977,0.41816908,1.2042532,0.93232393,0.9085204,-0.65460896,0.23730108,-0.8380628,0.004102442,-0.3347906,-3.661405,-7.0351405,-3,-7
140,-0.49953744,0.46684998,0.33880806,1.2010748,0.8960437,0.9529667,-0.57312435,0.14744572,-0.8636126,-0.040193476,-0.5609568,-3.554036,-7.5154057,-3,-7
141,-0.53694654,0.48018348,0.2589671,1.195442,0.842252,0.95521134,-0.5491169,0.09856414,-0.85023874,-0.055646133,-0.8058047,-3.4584386,-8.064088,-3,-8
142,-0.5744621,0.48827842,0.1808603,1.188818,0.77092165,0.92852914,-0.57425255,0.057110514,-0.8229557,-0.065584525,-1.033413,-3.40612,-8.681108,-3,-8
143,-0.61429995,0.49405643,0.10516553,1.1812571,0.68369484,0.9040021,-0.6212502,0.055073388,-0.7930902,-0.07936422,-1.234513,-3.3973563,-9.336482,-3,-9
144,-0.6570719,0.4968348,0.03111914,1.1723607,0.58287024,0.878029,-0.6713594,-0.0029331385,-0.78303593,-0.09668605,-1.3980995,-3.5009542,-9.993887,-3,-9
145,-0.70286864,0.49588308,-0.041854482,1.1628772,0.47072336,0.86053914,-0.72273225,-0.013591324,-0.7673941,-0.09336405,-1.5383857,-3.6030667,-10.57115,-3,-10
146,-0.75178593,0.4916182,-0.114345744,1.1540276,0.3491063,0.8433268,-0.7761088,-0.06374003,-0.77145827,-0.08163106,-1.652273,-3.760991,-11.033554,-3,-11
147,-0.80394477,0.48449448,-0.18697226,1.1470065,0.21959423,0.8340225,-0.83145773,-0.066086985,-0.7706495,-0.049915012,-1.6731775,-3.8689167,-11.352309,-3,-11
148,-0.8491279,0.4936753,-0.2608979,1.1476777,0.093997546,0.8028856,-0.46120343,0.33011964,-0.80164206,0.12799188,-1.478014,-2.7195492,-12.2238035,-2,-12
149,-0.8672747,0.51325536,-0.34253514,1.1584017,-0.009341391,0.673693,-0.0204886,0.014544929,-0.956804,0.15768836,-1.2351879,-2.347073,-14.564354,-2,-14
150,-0.86077833,0.5105827,-0.43040082,1.1694404,-0.09929389,0.56289864,0.3674867,-0.078170866,-0.95097995,0.13628127,-1.1167678,-1.8028522,-15.496146,-1,-15
151,-0.83290625,0.49345252,-0.51549894,1.1755753,-0.1826,0.44635773,0.6978114,-0.25090122,-0.8903449,0.04178126,-1.0552816,-1.0403203,-16.343512,-1,-16
152,-0.78688794,0.46009853,-0.5924058,1.1720515,-0.2632591,0.33623698,0.977373,-0.3761136,-0.75459105,-0.092767194,-1.0441447,-0.14326525,-16.914925,0,-16
153,-0.72547835,0.41656467,-0.6547271,1.1557571,-0.3446762,0.2293137,1.2151549,-0.43745285,-0.540742,-0.26129156,-1.0740805,0.9002334,-17.290024,0,-17
